onset	duration	trial_type	ActionGoal	RealAction	joystick_RTcal
20.01873649999925	7.0	instruction	n/a	n/a	n/a
27.53292969999984	2.2	neg	Avoid	Avoid	0.700570300000436
36.25052929999947	2.2	pos	Approach	Approach	0.7496490000003178
43.01459429999954	2.2	neg	Avoid	Avoid	1.14992920000077
49.73404819999996	2.2	pos	Approach	Approach	0.5996221999994304
56.46761679999963	2.2	pos	Approach	Approach	0.7339783999996143
63.20079409999926	2.2	neg	Avoid	Avoid	0.6498241999997845
73.9182780000001	2.2	pos	Approach	Approach	0.6335042999999132
82.65211219999946	2.2	neg	Avoid	Avoid	0.6668007999996917
91.36857259999942	2.2	pos	Approach	Approach	0.633853000000272
102.1183586999996	2.2	pos	Approach	Approach	0.616627200000039
110.83550549999929	2.2	neg	Avoid	Avoid	0.6832127999996374
117.5523776	2.2	neg	Avoid	Avoid	0.6997504999999364
123.76288329999988	7.0	instruction	n/a	n/a	n/a
131.2688948999994	2.2	neg	Approach	Approach	0.99971319999986
137.98611079999955	2.2	neg	Approach	Approach	0.7500362000000678
148.73614149999958	2.2	neg	Approach	Approach	1.0499236000005112
157.45284939999965	2.2	pos	Avoid	Avoid	0.6338318000007348
164.16891899999973	2.2	pos	Avoid	Avoid	0.6834180999994715
172.86977599999955	2.2	neg	Approach	Approach	0.6501476000003095
181.5704225999998	2.2	pos	Avoid	Avoid	0.6167829999994865
188.28737980000005	2.2	pos	Avoid	Avoid	0.7499785999998494
197.03900569999973	2.2	neg	Approach	Approach	0.6326364999995349
203.7544046999992	2.2	neg	Approach	Approach	0.5832798999999795
210.4875083999996	2.2	pos	Avoid	Avoid	0.6503416000005018
217.23781509999927	2.2	pos	Avoid	Avoid	0.700027300000329
